Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),PLENUM-1:Zone Mean Air Temperature [C](TimeStep),SPACE1-1:Zone Mean Air Temperature [C](TimeStep),SPACE2-1:Zone Mean Air Temperature [C](TimeStep),SPACE3-1:Zone Mean Air Temperature [C](TimeStep),SPACE4-1:Zone Mean Air Temperature [C](TimeStep),SPACE5-1:Zone Mean Air Temperature [C](TimeStep),PLENUM-1:Zone Air Relative Humidity [%](TimeStep),PLENUM-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),PLENUM-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE1-1:Zone Air Relative Humidity [%](TimeStep),SPACE1-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE1-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE2-1:Zone Air Relative Humidity [%](TimeStep),SPACE2-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE2-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE3-1:Zone Air Relative Humidity [%](TimeStep),SPACE3-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE3-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE4-1:Zone Air Relative Humidity [%](TimeStep),SPACE4-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE4-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE5-1:Zone Air Relative Humidity [%](TimeStep),SPACE5-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE5-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),OCCUPY-1:Schedule Value [](TimeStep),Electricity:Facility [J](TimeStep),Cooling:Electricity [J](TimeStep),Fans:Electricity [J](TimeStep) 
 07/03  06:45:00,15.55,20.140838987002482,19.720942252363386,21.367498440416753,21.96730504158736,19.317574883216043,20.23692137857143,62.50689717818848,0.0,0.0,61.9261712045736,19.0,26.5,53.4163976045671,19.0,26.5,54.24860664399472,19.0,26.5,60.47582574452989,19.0,26.5,66.75961041691852,19.0,26.5,0.0,1553003.7834678967,644150.8397635028,338740.06447950774 
 07/03  07:00:00,16.1,20.23911384259889,19.780756668701827,21.691046329587515,22.182359036097573,19.344267017192116,20.237666990977768,61.09259559738632,0.0,0.0,60.9145841652082,19.0,26.5,52.11241904885567,19.0,26.5,52.827607481889245,19.0,26.5,60.12079175331836,19.0,26.5,65.4829994627394,19.0,26.5,0.0,1582526.5750559135,673523.6325048534,338740.06447950774 
 07/03  07:15:00,16.375,20.355629832184093,19.851044632944117,22.03909637835998,22.36777572362478,19.39223248116864,20.244883627839165,59.81447840822926,0.0,0.0,59.9785452367872,19.0,26.5,50.76766310392425,19.0,26.5,51.62473370152122,19.0,26.5,59.67299547662802,19.0,26.5,64.29867319966795,19.0,26.5,0.0,1600078.7878387151,691726.6752297846,338740.06447950774 
 07/03  07:30:00,16.65,20.496085139983855,19.941225964703285,22.41462394653051,22.537880632986294,19.46194277422749,20.26034943711491,58.603354119681114,0.0,0.0,59.0153940378725,19.0,26.5,49.304478204081185,19.0,26.5,50.52877094098517,19.0,26.5,59.044335797553956,19.0,26.5,63.16717683399411,19.0,26.5,0.0,1617046.1569894308,708112.1882209808,338740.06447950774 
 07/03  07:45:00,16.924999999999997,20.653576677050587,20.037586366104286,22.77242477611101,22.659989733610036,19.53866672546811,20.28151319203905,57.40255705471648,0.0,0.0,58.066181005448456,19.0,26.5,47.88975259763542,19.0,26.5,49.62282782448104,19.0,26.5,58.33145694238388,19.0,26.5,62.08800024909659,19.0,26.5,0.0,1635174.5782833435,724794.4865471582,338740.06447950774 
 07/03  08:00:00,17.2,20.82524326737188,20.134740624429696,23.102988181432085,22.728691487283804,19.61803188112888,20.30677259609866,56.19145469441514,0.0,0.0,57.14259443150473,19.0,26.5,46.56226073515485,19.0,26.5,48.90653834807817,19.0,26.5,57.57453538520423,19.0,26.5,61.05791865045265,19.0,26.5,0.0,1653574.4057272132,741470.0054294369,338740.06447950774 
 07/03  08:15:00,17.474999999999998,21.467458968560365,21.059078189728304,24.114256762763336,23.68342706469383,20.479057551295362,21.282779793757307,53.76520683388174,0.0,0.0,54.93330864129053,20.0,25.0,45.04624506669938,20.0,25.0,47.33922002230271,20.0,25.0,55.52674042823132,20.0,25.0,58.274288100650494,20.0,25.0,1.0,9130063.554241316,765238.6054071399,338740.06447950774 
 07/03  08:30:00,17.75,22.013203189488834,21.845041791082892,24.868563421607234,24.442747377073417,21.02102252917661,22.251775412526037,52.56038066726701,0.0,0.0,54.23576466118701,20.0,25.0,45.07679840445185,20.0,25.0,47.50320475228513,20.0,25.0,55.28575952918675,20.0,25.0,56.688084162609684,20.0,25.0,1.0,9168306.513008257,791493.7431875778,339022.52423743455 
 07/03  08:45:00,18.025000000000002,22.47600537108306,22.321045328645276,24.99208953448107,24.750120750049476,21.362751752630206,22.773778563190085,51.94197333538031,0.0,0.0,54.04128958562448,20.0,25.0,45.73161468487477,20.0,25.0,48.226795361318445,20.0,25.0,55.12150849757381,20.0,25.0,56.31156811671468,20.0,25.0,1.0,9218373.034111504,831659.5986659524,341619.8263019582 
 07/03  09:00:00,18.3,22.895122022866342,22.700472941907265,24.99830126673359,24.90179475210722,21.652289446755773,23.13057760978321,52.03967598159413,0.0,0.0,54.42365144784263,20.0,25.0,46.352600558064125,20.0,25.0,49.63399836912836,20.0,25.0,55.14169223267033,20.0,25.0,56.937065559382766,20.0,25.0,1.0,9276101.893710852,876254.9370534825,342979.3309243074 
 07/03  09:15:00,18.725,23.363970730162468,23.322949239518074,24.998964420624223,24.997819044821924,22.18921345302235,23.718597249894074,51.73185421807081,0.0,0.0,53.46802408683224,20.0,24.999999999999996,46.52657037040782,20.0,24.999999999999996,50.13885998573273,20.0,24.999999999999996,54.104008007328076,20.0,24.999999999999996,56.15928847139807,20.0,24.999999999999996,1.0,12004146.288836507,995786.2380703371,352144.7996744092 
 07/03  09:30:00,19.15,23.824306531945574,23.811255111511926,24.998882758781086,24.998874940802914,22.588963072379208,24.19934542283832,51.263176110216165,0.0,0.0,52.99935766757173,20.0,25.0,46.659052495558655,20.0,25.0,50.68347453096692,20.0,25.0,53.596860558068244,20.0,25.0,55.80478794841039,20.0,25.0,1.0,12097491.289650556,1072901.1458345337,354981.9158141004 
 07/03  09:45:00,19.575,24.242476854940186,24.213435266274217,24.998850691616553,24.99878706397717,22.899272724351988,24.574570572532917,51.02755378844656,0.0,0.0,53.23493027306064,20.0,25.0,46.86937384528697,20.0,25.0,51.32297050255298,20.0,25.0,53.64053044708088,20.0,25.0,56.36841016257377,20.0,25.0,1.0,12170478.053497795,1130704.8871040263,356103.5487829385 
 07/03  10:00:00,20.0,24.656862198320248,24.49546685183253,24.998846536275977,24.998727170424253,23.128975949222593,24.813038874422233,50.6694798944696,0.0,0.0,53.69194086034023,20.0,25.0,47.135867329052594,20.0,25.0,51.834066553336044,20.0,25.0,53.76190451485972,20.0,25.0,57.29210261520235,20.0,25.0,1.0,12235412.679006957,1181028.9318814888,357020.58161502634 
 07/03  10:15:00,20.7,25.079105805528364,24.768368833345207,24.99874230400865,24.998598425330517,23.35270136795024,24.99264699803712,50.26364239559922,0.0,0.0,53.91542868693928,20.0,25.0,47.14060480528653,20.0,25.0,52.06810064992939,20.0,25.0,53.55435362314302,20.0,25.0,58.15294556077842,20.0,25.0,1.0,12682830.281894475,1270173.7182911679,360386.3814387361 
 07/03  10:30:00,21.4,25.46556702582233,24.98519004565707,24.998737721117397,24.998526592559394,23.55890863581323,24.998751319747797,49.96670390319625,0.0,0.0,54.013803877234885,20.0,25.0,46.952971069676906,20.0,25.0,52.016675274006516,20.0,25.0,53.11127504175561,20.0,25.0,58.92314735034555,20.0,25.0,1.0,12835256.536113998,1398905.4414467635,366446.4962361638 
 07/03  10:45:00,22.1,25.81781200900466,24.998185807568817,24.998750583215042,24.998485449875666,23.743315336884272,24.998678034734404,49.516217062688,0.0,0.0,54.17597510600807,20.0,25.0,46.755445049837064,20.0,25.0,51.78962554339813,20.0,25.0,52.58804205019643,20.0,25.0,59.170780274796776,20.0,25.0,1.0,12999892.386458665,1534746.3583211226,372831.8265492568 
 07/03  11:00:00,22.8,26.14566560175914,24.998374900831315,24.998709668768008,24.998421787093108,23.910339746806823,24.998554820106687,48.834878779655725,0.0,0.0,53.841456076237634,20.0,25.0,46.4503957116784,20.0,25.0,51.38146771167632,20.0,25.0,51.936180641990624,20.0,25.0,58.99065519290296,20.0,25.0,1.0,13158909.643223397,1658295.1655698703,377738.86161014694 
 07/03  11:15:00,22.925,26.44842272225247,24.998541586811875,24.998919776453455,24.99861254730324,23.960305945865535,24.998713882775377,47.85635082365043,0.0,0.0,53.060122381560035,20.0,25.0,46.030671591334055,20.0,25.0,50.742292357612094,20.0,25.0,51.315378535107996,20.0,25.0,58.4604264609612,20.0,25.0,0.8,12769089.059831731,1611609.4972394733,370737.5541603767 
 07/03  11:30:00,23.05,26.73962114605852,24.997929874668404,24.998597629535883,24.9981314202902,24.014600027748763,24.998154460274247,46.7179193134934,0.0,0.0,52.27544906232038,20.0,25.0,45.95529965573682,20.0,25.0,50.23474594514283,20.0,25.0,50.80782281315077,20.0,25.0,57.8430445201531,20.0,25.0,0.8,12800239.22860295,1642953.1903734328,372824.95204834425 
