step,day,minute_of_day,zone,zone_temp_c,radiant_temp_c,rh_pct,setpoint_c,occupied,pmv,ppd,comfort_enforced
34,1,527,SPACE2-1,20.885,19.814,11.34,21.0,True,-0.466,9.54,False
34,1,527,SPACE3-1,20.377,17.697,12.3,21.0,True,-0.721,15.94,False
34,1,527,SPACE4-1,20.544,17.788,10.94,21.0,True,-0.702,15.36,False
34,1,527,SPACE5-1,20.801,19.561,14.36,21.0,True,-0.484,9.88,False
35,1,545,SPACE1-1,20.995,18.66,13.37,21.0,True,-0.557,11.49,False
35,1,545,SPACE2-1,21.0,20.7,12.27,21.0,True,-0.362,7.72,False
35,1,545,SPACE3-1,20.995,18.555,13.52,21.0,True,-0.566,11.71,False
35,1,545,SPACE4-1,20.992,18.657,11.98,21.0,True,-0.565,11.69,False
35,1,545,SPACE5-1,20.999,20.043,15.46,21.0,True,-0.409,8.49,False
36,1,555,SPACE1-1,21.0,19.076,14.2,21.0,True,-0.511,10.46,False
36,1,555,SPACE2-1,21.101,21.417,12.78,21.0,True,-0.277,6.59,False
36,1,555,SPACE3-1,21.003,18.902,14.36,21.0,True,-0.527,10.81,False
36,1,555,SPACE4-1,21.002,19.024,12.56,21.0,True,-0.525,10.76,False
36,1,555,SPACE5-1,21.0,20.272,16.37,21.0,True,-0.381,8.03,False
37,1,575,SPACE1-1,21.001,19.462,15.61,21.0,True,-0.465,9.52,False
37,1,575,SPACE2-1,21.828,22.04,12.96,21.0,True,-0.137,5.39,False
37,1,575,SPACE3-1,21.001,19.208,15.8,21.0,True,-0.489,10.0,False
37,1,575,SPACE4-1,21.001,19.341,13.48,21.0,True,-0.489,9.99,False
37,1,575,SPACE5-1,21.439,20.488,17.34,21.0,True,-0.308,6.97,False
38,1,590,SPACE1-1,21.001,19.795,16.72,21.0,True,-0.426,8.79,False
38,1,590,SPACE2-1,22.467,22.726,13.39,21.0,True,0.002,5.0,False
38,1,590,SPACE3-1,21.001,19.428,16.96,21.0,True,-0.461,9.44,False
38,1,590,SPACE4-1,21.001,19.571,14.08,21.0,True,-0.463,9.48,False
38,1,590,SPACE5-1,21.879,20.793,18.5,21.0,True,-0.224,6.04,False
39,1,608,SPACE1-1,21.001,20.079,17.34,21.0,True,-0.395,8.25,False
39,1,608,SPACE2-1,22.908,23.264,13.57,21.0,True,0.104,5.22,False
39,1,608,SPACE3-1,21.001,19.608,17.6,21.0,True,-0.44,9.04,False
39,1,608,SPACE4-1,21.001,19.756,14.39,21.0,True,-0.443,9.1,False
39,1,608,SPACE5-1,22.108,21.014,19.22,21.0,True,-0.173,5.62,False
40,1,622,SPACE1-1,21.006,20.357,18.04,21.0,True,-0.363,7.74,False
40,1,622,SPACE2-1,23.258,23.719,13.92,21.0,True,0.189,5.74,False
40,1,622,SPACE3-1,21.002,19.759,18.34,21.0,True,-0.421,8.69,False
40,1,622,SPACE4-1,21.002,19.908,14.7,21.0,True,-0.426,8.79,False
40,1,622,SPACE5-1,22.266,21.194,20.3,21.0,True,-0.132,5.36,False
41,1,638,SPACE1-1,21.18,20.669,18.39,21.0,True,-0.312,7.02,False
41,1,638,SPACE2-1,23.594,24.099,14.22,21.0,True,0.265,6.46,False
41,1,638,SPACE3-1,21.001,19.903,18.98,21.0,True,-0.403,8.39,False
41,1,638,SPACE4-1,21.001,20.05,15.05,21.0,True,-0.41,8.51,False
41,1,638,SPACE5-1,22.426,21.357,21.21,21.0,True,-0.093,5.18,False
42,1,652,SPACE1-1,21.492,21.022,18.65,21.0,True,-0.242,6.21,False
42,1,652,SPACE2-1,23.862,24.416,14.57,21.0,True,0.328,7.24,False
42,1,652,SPACE3-1,21.001,20.025,19.59,21.0,True,-0.388,8.13,False
42,1,652,SPACE4-1,21.0,20.17,15.48,21.0,True,-0.396,8.27,False
42,1,652,SPACE5-1,22.601,21.511,22.04,21.0,True,-0.054,5.06,False
